origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,origin_movers_us_estimate,origin_col_11_moe,origin_movers_same_county_estimate,origin_col_13_moe,origin_movers_diff_county_same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,origin_movers_abroad_estimate,origin_col_19_moe,dest_state_name,dest_county_name,county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,dest_movers_us_estimate,dest_col_27_moe,dest_movers_same_county_estimate,dest_col_29_moe,dest_movers_diff_county_same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file,year_start,year_end
54,001,09,005,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Connecticut,Litchfield County,188509.0,1394.0,169677.0,1175.0,18772.0,1429.0,9681.0,958.0,3517.0,516.0,5574.0,754.0,60.0,93.0,7,10,Barbour,Litchfield,54_001,09_005,inflow_05_09_West Virginia.csv,2005,2009
54,001,12,017,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Florida,Citrus County,134716.0,1510.0,118453.0,1482.0,16263.0,1633.0,9430.0,1138.0,3565.0,740.0,3268.0,643.0,,,16,26,Barbour,Citrus,54_001,12_017,inflow_05_09_West Virginia.csv,2005,2009
54,001,12,127,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Florida,Volusia County,482051.0,3847.0,413477.0,4170.0,68461.0,2673.0,40172.0,2212.0,13360.0,1650.0,14929.0,1343.0,113.0,84.0,3,6,Barbour,Volusia,54_001,12_127,inflow_05_09_West Virginia.csv,2005,2009
54,001,16,005,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Idaho,Bannock County,77886.0,1037.0,60964.0,1144.0,16922.0,1419.0,10923.0,1066.0,3247.0,629.0,2752.0,545.0,,,39,59,Barbour,Bannock,54_001,16_005,inflow_05_09_West Virginia.csv,2005,2009
54,001,24,031,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Maryland,Montgomery County,926088.0,3739.0,794535.0,4206.0,131484.0,4222.0,69711.0,3287.0,21505.0,1597.0,40268.0,2605.0,69.0,57.0,11,18,Barbour,Montgomery,54_001,24_031,inflow_05_09_West Virginia.csv,2005,2009
54,001,24,043,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Maryland,Washington County,141108.0,1519.0,122069.0,1783.0,19039.0,1825.0,11185.0,1431.0,3254.0,706.0,4600.0,807.0,,,20,34,Barbour,Washington,54_001,24_043,inflow_05_09_West Virginia.csv,2005,2009
54,001,24,510,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Maryland,Baltimore city,646902.0,3692.0,520203.0,3841.0,126699.0,4789.0,69833.0,3410.0,37437.0,2572.0,19429.0,1614.0,,,5,8,Barbour,Baltimore city,54_001,24_510,inflow_05_09_West Virginia.csv,2005,2009
54,001,26,163,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Michigan,Wayne County,1989373.0,5342.0,1668821.0,6613.0,320508.0,7231.0,226903.0,6010.0,56082.0,3074.0,37523.0,2518.0,44.0,60.0,9,15,Barbour,Wayne,54_001,26_163,inflow_05_09_West Virginia.csv,2005,2009
54,001,37,049,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,North Carolina,Craven County,91318.0,1592.0,71861.0,1522.0,19457.0,1719.0,10796.0,1353.0,3983.0,754.0,4678.0,772.0,,,9,15,Barbour,Craven,54_001,37_049,inflow_05_09_West Virginia.csv,2005,2009
54,001,39,019,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Ohio,Carroll County,28888.0,502.0,25654.0,422.0,3234.0,527.0,1315.0,308.0,1690.0,437.0,229.0,116.0,,,21,34,Barbour,Carroll,54_001,39_019,inflow_05_09_West Virginia.csv,2005,2009
54,001,39,113,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Ohio,Montgomery County,536851.0,2640.0,434757.0,3450.0,102079.0,3725.0,70158.0,3278.0,17795.0,1758.0,14126.0,1362.0,15.0,16.0,7,16,Barbour,Montgomery,54_001,39_113,inflow_05_09_West Virginia.csv,2005,2009
54,001,42,051,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Pennsylvania,Fayette County,142571.0,1285.0,125474.0,1307.0,17097.0,1316.0,9965.0,1094.0,5634.0,779.0,1498.0,352.0,,,41,63,Barbour,Fayette,54_001,42_051,inflow_05_09_West Virginia.csv,2005,2009
54,001,42,071,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Pennsylvania,Lancaster County,488367.0,1951.0,429068.0,2405.0,58854.0,2239.0,41240.0,1755.0,9862.0,1078.0,7752.0,1052.0,445.0,220.0,29,45,Barbour,Lancaster,54_001,42_071,inflow_05_09_West Virginia.csv,2005,2009
54,001,44,001,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,Rhode Island,Bristol County,48693.0,830.0,43511.0,752.0,5182.0,726.0,2241.0,469.0,1342.0,363.0,1599.0,402.0,,,47,69,Barbour,Bristol,54_001,44_001,inflow_05_09_West Virginia.csv,2005,2009
54,001,45,007,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,South Carolina,Anderson County,175963.0,1256.0,148909.0,2099.0,27054.0,1830.0,18770.0,1622.0,5561.0,776.0,2723.0,512.0,,,17,24,Barbour,Anderson,54_001,45_007,inflow_05_09_West Virginia.csv,2005,2009
54,001,45,051,West Virginia,Barbour County,15390,72,13724,391,1633,375,841,244,474,265,318,165,33.0,48.0,South Carolina,Horry County,238145.0,2234.0,204715.0,2128.0,33430.0,2256.0,21346.0,1773.0,4582.0,876.0,7502.0,946.0,,,12,18,Barbour,Horry,54_001,45_051,inflow_05_09_West Virginia.csv,2005,2009
