origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,origin_movers_us_estimate,origin_col_11_moe,origin_movers_same_county_estimate,origin_col_13_moe,origin_movers_diff_county_same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,origin_movers_abroad_estimate,origin_col_19_moe,dest_state_name,dest_county_name,county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,dest_movers_us_estimate,dest_col_27_moe,dest_movers_same_county_estimate,dest_col_29_moe,dest_movers_diff_county_same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file,year_start,year_end
11,001,01,003,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alabama,Baldwin County,164966.0,1863.0,140749.0,1964.0,24217.0,2156.0,15329.0,1609.0,4144.0,745.0,4744.0,850.0,,,21.0,33.0,District of Columbia,Baldwin,11_001,01_003,inflow_05_09_District of Columbia.csv,2005,2009
11,001,01,073,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alabama,Jefferson County,656191.0,2679.0,539550.0,4404.0,116594.0,4599.0,81942.0,3698.0,20995.0,1566.0,13657.0,1488.0,47.0,68.0,70.0,77.0,District of Columbia,Jefferson,11_001,01_073,inflow_05_09_District of Columbia.csv,2005,2009
11,001,01,081,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alabama,Lee County,122891.0,1519.0,96666.0,1557.0,26225.0,1542.0,15797.0,1177.0,5618.0,571.0,4810.0,773.0,,,16.0,25.0,District of Columbia,Lee,11_001,01_081,inflow_05_09_District of Columbia.csv,2005,2009
11,001,01,101,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alabama,Montgomery County,220327.0,1956.0,177299.0,2091.0,42990.0,2284.0,27272.0,1895.0,8437.0,995.0,7281.0,1174.0,38.0,62.0,13.0,16.0,District of Columbia,Montgomery,11_001,01_101,inflow_05_09_District of Columbia.csv,2005,2009
11,001,01,125,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alabama,Tuscaloosa County,168917.0,1914.0,139762.0,2097.0,29155.0,1893.0,20417.0,1731.0,4609.0,650.0,4129.0,618.0,,,20.0,24.0,District of Columbia,Tuscaloosa,11_001,01_125,inflow_05_09_District of Columbia.csv,2005,2009
11,001,02,110,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alaska,Juneau City and Borough,29936.0,881.0,23530.0,887.0,6406.0,881.0,3617.0,602.0,549.0,192.0,2240.0,593.0,,,62.0,66.0,District of Columbia,Juneau City and Borough,11_001,02_110,inflow_05_09_District of Columbia.csv,2005,2009
11,001,02,122,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alaska,Kenai Peninsula Borough,53431.0,1047.0,42648.0,866.0,10783.0,1056.0,5554.0,709.0,1363.0,329.0,3866.0,670.0,,,96.0,90.0,District of Columbia,Kenai Peninsula Borough,11_001,02_122,inflow_05_09_District of Columbia.csv,2005,2009
11,001,02,220,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Alaska,Sitka City and Borough,8627.0,433.0,7051.0,388.0,1576.0,420.0,836.0,283.0,413.0,203.0,327.0,134.0,,,22.0,36.0,District of Columbia,Sitka City and Borough,11_001,02_220,inflow_05_09_District of Columbia.csv,2005,2009
11,001,04,005,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Arizona,Coconino County,125634.0,1773.0,100381.0,1820.0,25253.0,1903.0,13197.0,1289.0,7405.0,1088.0,4651.0,779.0,,,17.0,21.0,District of Columbia,Coconino,11_001,04_005,inflow_05_09_District of Columbia.csv,2005,2009
11,001,04,013,District of Columbia,District of Columbia,580260.0,623.0,470630.0,3352.0,101930.0,3074.0,56228.0,2453.0,,,45702.0,1909.0,7700.0,769.0,Arizona,Maricopa County,3722654.0,7682.0,2993298.0,11083.0,729328.0,10990.0,569170.0,9886.0,47055.0,2726.0,113103.0,4066.0,28.0,36.0,179.0,131.0,District of Columbia,Maricopa,11_001,04_013,inflow_05_09_District of Columbia.csv,2005,2009
